visit_date,device_category,page_type,event_category,event_action,count_events,holiday,weekend,day_off
2022-07-14,tablet,SellerNet,Listing Creation,Click-Start Date,2,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Start Date,63,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Start Date,637,0,0,0
2022-07-14,mobile,SellerNet,AdTech,Register Package,1,0,0,0
2022-07-14,desktop,SellerNet,AdTech,Register Package,19,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,result-field-upi,10,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Edit Listing,122,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Edit Listing,139,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Edit Listing,8119,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Edit Listing,2335,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Edit Listing,376,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Export Excel,31,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Export Excel,2,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Listing Note,1,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Listing Note,24,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Listing Note,12,0,0,0
2022-07-14,desktop,SRP,Listing Creation,Click-Post Listing,634,0,0,0
2022-07-14,tablet,SRP,Listing Creation,Click-Post Listing,4,0,0,0
2022-07-14,mobile,Other Consumer Pages,Listing Creation,Click-Post Listing,386,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Post Listing,51,0,0,0
2022-07-14,desktop,Legacy,Listing Creation,Click-Post Listing,1050,0,0,0
2022-07-14,tablet,Legacy,Listing Creation,Click-Post Listing,6,0,0,0
2022-07-14,desktop,LDP,Listing Creation,Click-Post Listing,504,0,0,0
2022-07-14,mobile,SRP,Listing Creation,Click-Post Listing,108,0,0,0
2022-07-14,desktop,Other Consumer Pages,Listing Creation,Click-Post Listing,1017,0,0,0
2022-07-14,mobile,LDP,Listing Creation,Click-Post Listing,54,0,0,0
2022-07-14,tablet,Other Consumer Pages,Listing Creation,Click-Post Listing,8,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Post Listing,432,0,0,0
2022-07-14,mobile,Legacy,Listing Creation,Click-Post Listing,50,0,0,0
2022-07-14,tablet,LDP,Listing Creation,Click-Post Listing,1,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Post Listing,6332,0,0,0
2022-07-14,desktop,SRP,Engagement,Click-Search Guess,145,0,0,0
2022-07-14,mobile,SRP,Engagement,Click-Search Guess,225,0,0,0
2022-07-14,tablet,SRP,Engagement,Click-Search Guess,5,0,0,0
2022-07-14,desktop,Other Consumer Pages,Conversion,Lead-Company Phone,15,0,0,0
2022-07-14,mobile,Other Consumer Pages,Conversion,Lead-Company Phone,5,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Share-Facebook LMP,32,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Share-Facebook LMP,3,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Share-Facebook LMP,3,0,0,0
2022-07-14,mobile,SellerNet,Listing Renewal,Activate-Auto Renew,205,0,0,0
2022-07-14,tablet,SellerNet,Listing Renewal,Activate-Auto Renew,6,0,0,0
2022-07-14,desktop,SellerNet,Listing Renewal,Activate-Auto Renew,684,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Clone Listing,3,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Clone Listing,135,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Reset Map LCP,5,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Reset Map LCP,152,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Reset Map LCP,214,0,0,0
2022-07-14,desktop,Other Consumer Pages,Search,Click-Search Button,8863,0,0,0
2022-07-14,tablet,SRP,Search,Click-Search Button,765,0,0,0
2022-07-14,tablet,Other Consumer Pages,Search,Click-Search Button,149,0,0,0
2022-07-14,mobile,Other Consumer Pages,Search,Click-Search Button,4075,0,0,0
2022-07-14,tablet,LDP,Search,Click-Search Button,22,0,0,0
2022-07-14,mobile,LDP,Search,Click-Search Button,428,0,0,0
2022-07-14,mobile,SRP,Search,Click-Search Button,21694,0,0,0
2022-07-14,desktop,LDP,Search,Click-Search Button,1786,0,0,0
2022-07-14,desktop,SRP,Search,Click-Search Button,26692,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Vip Type Menu,4359,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Vip Type Menu,50,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Vip Type Menu,700,0,0,0
2022-07-14,tablet,LDP,Engagement,Navigate-LDP to PDP,40,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Navigate-LDP to PDP,2,0,0,0
2022-07-14,mobile,LDP,Engagement,Navigate-LDP to PDP,1524,0,0,0
2022-07-14,desktop,LDP,Engagement,Navigate-LDP to PDP,521,0,0,0
2022-07-14,mobile,B2B,Engagement,Navigate-PDP to SRP,42,0,0,0
2022-07-14,tablet,B2B,Engagement,Navigate-PDP to SRP,1,0,0,0
2022-07-14,desktop,B2B,Engagement,Navigate-PDP to SRP,21,0,0,0
2022-07-14,mobile,B2B,Engagement,Navigate-PLP To PDP,290,0,0,0
2022-07-14,tablet,B2B,Engagement,Navigate-PLP To PDP,11,0,0,0
2022-07-14,desktop,B2B,Engagement,Navigate-PLP To PDP,432,0,0,0
2022-07-14,mobile,SRP,Engagement,Navigate-SRP to LDP,201059,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Navigate-SRP to LDP,1891,0,0,0
2022-07-14,desktop,SRP,Engagement,Navigate-SRP to LDP,107759,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Navigate-SRP to LDP,2654,0,0,0
2022-07-14,tablet,SRP,Engagement,Navigate-SRP to LDP,5989,0,0,0
2022-07-14,tablet,Other Consumer Pages,Engagement,Navigate-SRP to LDP,39,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Share-Copy Link LMP,55,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Share-Copy Link LMP,98,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Buy Pro Accept,72,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-Buy Pro Accept,21,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Buy Pro Cancel,8,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Delete Listing,4,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Delete Listing,448,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Delete Listing,139,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Review Tab PDP,2,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Review Tab PDP,6,0,0,0
2022-07-14,desktop,SRP,Engagement,Click-SRP Suggestion,399,0,0,0
2022-07-14,mobile,SRP,Engagement,Click-SRP Suggestion,273,0,0,0
2022-07-14,tablet,SRP,Engagement,Click-SRP Suggestion,9,0,0,0
2022-07-14,desktop,LDP,Sign Up,Click-Sign Up Button,57,0,0,0
2022-07-14,mobile,Other Consumer Pages,Sign Up,Click-Sign Up Button,192,0,0,0
2022-07-14,mobile,SRP,Sign Up,Click-Sign Up Button,48,0,0,0
2022-07-14,mobile,LDP,Sign Up,Click-Sign Up Button,16,0,0,0
2022-07-14,desktop,Other Consumer Pages,Sign Up,Click-Sign Up Button,1207,0,0,0
2022-07-14,tablet,Other Consumer Pages,Sign Up,Click-Sign Up Button,9,0,0,0
2022-07-14,desktop,SRP,Sign Up,Click-Sign Up Button,322,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Up Listing LMP,36933,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Up Listing LMP,266,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Up Listing LMP,10460,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-View Video PDP,156,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-View Video PDP,13,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-View Video PDP,97,0,0,0
2022-07-14,desktop,Other Consumer Pages,Search,Display-Search Guess,1,0,0,0
2022-07-14,desktop,SRP,Search,Display-Search Guess,10013,0,0,0
2022-07-14,tablet,SRP,Search,Display-Search Guess,399,0,0,0
2022-07-14,mobile,SRP,Search,Display-Search Guess,16029,0,0,0
2022-07-14,desktop,B2B,Conversion,Lead-Developer Phone,1,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-General Tab PDP,26,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-General Tab PDP,15,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Listing Tab PDP,1,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Listing Tab PDP,21,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Listing Tab PDP,73,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Payment Tab PDP,27,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Payment Tab PDP,1,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Payment Tab PDP,38,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Ranking SRP LMP,134,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Ranking SRP LMP,953,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Select VIP Type,38,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Select VIP Type,583,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Select VIP Type,3246,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-View In Website,2951,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-View In Website,10535,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-View In Website,123,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-View Statistics,930,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-View Statistics,54,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-View Statistics,3305,0,0,0
2022-07-14,mobile,SellerNet,Listing Renewal,Deactivate-Auto Renew,36,0,0,0
2022-07-14,desktop,SellerNet,Listing Renewal,Deactivate-Auto Renew,127,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Buy Pro Account Result,63,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Buy Pro Account Result,18,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Listing Note LMP,63,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Listing Note LMP,16,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Listing Note LMP,272,0,0,0
2022-07-14,mobile,LDP,Engagement,Click-More Actions LDP,691,0,0,0
2022-07-14,tablet,LDP,Engagement,Click-More Actions LDP,10,0,0,0
2022-07-14,desktop,LDP,Engagement,Click-More Actions LDP,18,0,0,0
2022-07-14,mobile,SRP,Engagement,Click-More Listing SRP,50481,0,0,0
2022-07-14,desktop,SRP,Engagement,Click-More Listing SRP,111,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Click-More Listing SRP,312,0,0,0
2022-07-14,tablet,Other Consumer Pages,Engagement,Click-More Listing SRP,6,0,0,0
2022-07-14,tablet,SRP,Engagement,Click-More Listing SRP,779,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Click-More Listing SRP,2,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Review Video PDP,2,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Review Video PDP,3,0,0,0
2022-07-14,tablet,SRP,Engagement,Click-Sort Listing SRP,153,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Sort Listing SRP,12,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Sort Listing SRP,3,0,0,0
2022-07-14,desktop,SRP,Engagement,Click-Sort Listing SRP,4716,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Click-Sort Listing SRP,26,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Click-Sort Listing SRP,8,0,0,0
2022-07-14,mobile,SRP,Engagement,Click-Sort Listing SRP,5492,0,0,0
2022-07-14,mobile,LDP,Conversion,Lead-Request Call Back,248,0,0,0
2022-07-14,tablet,LDP,Conversion,Lead-Request Call Back,2,0,0,0
2022-07-14,desktop,LDP,Conversion,Lead-Request Call Back,164,0,0,0
2022-07-14,mobile,B2B,Conversion,Lead-Request More Info,11,0,0,0
2022-07-14,desktop,B2B,Conversion,Lead-Request More Info,7,0,0,0
2022-07-14,tablet,B2B,Engagement,Payment Calculated PDP,1,0,0,0
2022-07-14,desktop,B2B,Engagement,Payment Calculated PDP,842,0,0,0
2022-07-14,mobile,B2B,Engagement,Payment Calculated PDP,876,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Renew Listing LMP,99,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Renew Listing LMP,3908,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Renew Listing LMP,14798,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Request Call Back,53,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Request Call Back,66,0,0,0
2022-07-14,mobile,B2B,Conversion,Click-Request More Info,23,0,0,0
2022-07-14,desktop,B2B,Conversion,Click-Request More Info,20,0,0,0
2022-07-14,tablet,Other Consumer Pages,Engagement,Click-Search Suggestion,25,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Click-Search Suggestion,2009,0,0,0
2022-07-14,desktop,SRP,Engagement,Click-Search Suggestion,2334,0,0,0
2022-07-14,mobile,SRP,Engagement,Click-Search Suggestion,907,0,0,0
2022-07-14,mobile,LDP,Engagement,Click-Search Suggestion,198,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Search Suggestion,1,0,0,0
2022-07-14,desktop,LDP,Engagement,Click-Search Suggestion,368,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Search Suggestion,9,0,0,0
2022-07-14,tablet,LDP,Engagement,Click-Search Suggestion,2,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Click-Search Suggestion,1262,0,0,0
2022-07-14,tablet,SRP,Engagement,Click-Search Suggestion,26,0,0,0
2022-07-14,mobile,LDP,Search,Click-Search button B2B,7,0,0,0
2022-07-14,desktop,Other Consumer Pages,Search,Click-Search button B2B,82,0,0,0
2022-07-14,tablet,Other Consumer Pages,Search,Click-Search button B2B,1,0,0,0
2022-07-14,mobile,SRP,Search,Click-Search button B2B,25,0,0,0
2022-07-14,mobile,Other Consumer Pages,Search,Click-Search button B2B,45,0,0,0
2022-07-14,tablet,B2B,Search,Click-Search button B2B,1,0,0,0
2022-07-14,mobile,B2B,Search,Click-Search button B2B,27,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Share Options PDP,2,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Spotlight Feature,545,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Spotlight Feature,2962,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Spotlight Feature,14,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Statistic Tab LMP,165,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Statistic Tab LMP,7,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Statistic Tab LMP,530,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Unpublish Listing,178,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Unpublish Listing,43,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Unpublish Listing,3,0,0,0
2022-07-14,mobile,B2B,Engagement,Display - FAQ Title PDP,6,0,0,0
2022-07-14,desktop,B2B,Engagement,Display - FAQ Title PDP,8,0,0,0
2022-07-14,tablet,B2B,Engagement,Display-Listing Tab PDP,56,0,0,0
2022-07-14,mobile,B2B,Engagement,Display-Listing Tab PDP,753,0,0,0
2022-07-14,desktop,B2B,Engagement,Display-Listing Tab PDP,2218,0,0,0
2022-07-14,mobile,B2B,Engagement,Navigate-PDP to Listing,184,0,0,0
2022-07-14,tablet,B2B,Engagement,Navigate-PDP to Listing,4,0,0,0
2022-07-14,desktop,B2B,Engagement,Navigate-PDP to Listing,218,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Address Suggestion,326,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Address Suggestion,26,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Address Suggestion,2677,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Listing Direct PDP,59,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Listing Direct PDP,103,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Listing Direct PDP,1,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Project Review PDP,10,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Project Review PDP,1,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Promotion Dropdown,2058,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Promotion Dropdown,354,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Promotion Dropdown,17,0,0,0
2022-07-14,desktop,LDP,Engagement,Click-Report Listing LDP,27,0,0,0
2022-07-14,tablet,LDP,Engagement,Click-Report Listing LDP,4,0,0,0
2022-07-14,mobile,LDP,Engagement,Click-Report Listing LDP,101,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,View Expired Listing LDP,1,0,0,0
2022-07-14,tablet,LDP,Engagement,View Expired Listing LDP,44,0,0,0
2022-07-14,mobile,LDP,Engagement,View Expired Listing LDP,2065,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,View Expired Listing LDP,1,0,0,0
2022-07-14,desktop,LDP,Engagement,View Expired Listing LDP,1941,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-Buy Now Pro Account,36,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Buy Now Pro Account,118,0,0,0
2022-07-14,tablet,SellerNet,Pro Account,Click-Buy Now Pro Account,2,0,0,0
2022-07-14,tablet,LDP,Engagement,Click-SRP Suggestion Link,144,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,22,0,0,0
2022-07-14,desktop,SRP,Engagement,Click-SRP Suggestion Link,12018,0,0,0
2022-07-14,mobile,SRP,Engagement,Click-SRP Suggestion Link,12360,0,0,0
2022-07-14,tablet,SRP,Engagement,Click-SRP Suggestion Link,508,0,0,0
2022-07-14,desktop,LDP,Engagement,Click-SRP Suggestion Link,3233,0,0,0
2022-07-14,mobile,LDP,Engagement,Click-SRP Suggestion Link,3996,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,18,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-Upgrade Pro Account,1,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Upgrade Pro Account,3,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-View Detail Listing,412,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-View Detail Listing,2486,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-View Detail Listing,40,0,0,0
2022-07-14,mobile,B2B,Engagement,Zoom-Location Insight PDP,456,0,0,0
2022-07-14,tablet,B2B,Engagement,Zoom-Location Insight PDP,19,0,0,0
2022-07-14,desktop,B2B,Engagement,Zoom-Location Insight PDP,752,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Location Insight PDP,82,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Location Insight PDP,76,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-More Action Menu LMP,78,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-More Action Menu LMP,3458,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-More Action Menu LMP,3621,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Quick Filter Tab LMP,4509,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Quick Filter Tab LMP,173,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Quick Filter Tab LMP,16428,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Transfer Listing LMP,2,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Transfer Listing LMP,8,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-View Flat Layout PDP,7,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-View Flat Layout PDP,1,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-View Flat Layout PDP,135,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Display-Submission Message,92,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Display-Submission Message,9165,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Display-Submission Message,1766,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Navigate-HeaderMenu to PLP,185,0,0,0
2022-07-14,mobile,SRP,Engagement,Navigate-HeaderMenu to PLP,12,0,0,0
2022-07-14,desktop,SRP,Engagement,Navigate-HeaderMenu to PLP,171,0,0,0
2022-07-14,desktop,LDP,Engagement,Navigate-HeaderMenu to PLP,42,0,0,0
2022-07-14,mobile,LDP,Engagement,Navigate-HeaderMenu to PLP,2,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Navigate-HeaderMenu to PLP,79,0,0,0
2022-07-14,tablet,Other Consumer Pages,Engagement,Navigate-HeaderMenu to PLP,1,0,0,0
2022-07-14,mobile,B2B,Engagement,Navigate-HeaderMenu to PLP,18,0,0,0
2022-07-14,desktop,B2B,Engagement,Navigate-HeaderMenu to PLP,184,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Upgrade Pro Account Result,3,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-Buy Pro Account Topup,12,0,0,0
2022-07-14,tablet,SellerNet,Pro Account,Click-Buy Pro Account Topup,1,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Buy Pro Account Topup,23,0,0,0
2022-07-14,tablet,SellerNet,Pro Account,Click-More Info Pro Account,1,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-More Info Pro Account,44,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-More Info Pro Account,11,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Navigate From Ad SRP to LDP,1,0,0,0
2022-07-14,tablet,SRP,Engagement,Navigate From Ad SRP to LDP,17,0,0,0
2022-07-14,mobile,SRP,Engagement,Navigate From Ad SRP to LDP,363,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Navigate From Ad SRP to LDP,1,0,0,0
2022-07-14,desktop,SRP,Engagement,Navigate From Ad SRP to LDP,272,0,0,0
2022-07-14,mobile,LDP,Conversion,Click Request Contact button,670,0,0,0
2022-07-14,desktop,LDP,Conversion,Click Request Contact button,245,0,0,0
2022-07-14,mobile,Other Consumer Pages,Conversion,Click Request Contact button,1,0,0,0
2022-07-14,tablet,LDP,Conversion,Click Request Contact button,17,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Confirm Up Listing LMP,10165,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Confirm Up Listing LMP,35267,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Confirm Up Listing LMP,255,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Listing Detail Tab LMP,105,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Listing Detail Tab LMP,287,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Listing Detail Tab LMP,5,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Project Layout Tab PDP,86,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Project Layout Tab PDP,63,0,0,0
2022-07-14,mobile,B2B,Engagement,Display-Relative Project PDP,465,0,0,0
2022-07-14,tablet,B2B,Engagement,Display-Relative Project PDP,43,0,0,0
2022-07-14,desktop,B2B,Engagement,Display-Relative Project PDP,1955,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Auto Extend Pro Account,20,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-Auto Extend Pro Account,8,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Group Title LMP Compact,13,0,0,0
2022-07-14,mobile,SellerNet,Listing Management,Click-Request Contact Tab LMP,120,0,0,0
2022-07-14,desktop,SellerNet,Listing Management,Click-Request Contact Tab LMP,652,0,0,0
2022-07-14,tablet,SellerNet,Listing Management,Click-Request Contact Tab LMP,8,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Show Payment Result PDP,50,0,0,0
2022-07-14,mobile,Legacy,Engagement,Click-Switch to New SellerNet,8,0,0,0
2022-07-14,tablet,Legacy,Engagement,Click-Switch to New SellerNet,7,0,0,0
2022-07-14,desktop,Legacy,Engagement,Click-Switch to New SellerNet,220,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Click-Switch to New SellerNet,16,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-View Detail Payment PDP,45,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-View Detail Payment PDP,31,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-View Detail Payment PDP,1,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-View Layout Picture PDP,24,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-View Layout Picture PDP,6,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Filter listing on LMP compact,1,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Navigate -Company Page to PDP,6,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Navigate -Company Page to PDP,9,0,0,0
2022-07-14,tablet,LDP,Engagement,Navigate-Saved Listing to LDP,2,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Navigate-Saved Listing to LDP,136,0,0,0
2022-07-14,tablet,Other Consumer Pages,Engagement,Navigate-Saved Listing to LDP,15,0,0,0
2022-07-14,desktop,SRP,Engagement,Navigate-Saved Listing to LDP,26,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Navigate-Saved Listing to LDP,388,0,0,0
2022-07-14,desktop,LDP,Engagement,Navigate-Saved Listing to LDP,41,0,0,0
2022-07-14,mobile,SellerNet,Listing Creation,Click-Address Detail Input LCP,144,0,0,0
2022-07-14,desktop,SellerNet,Listing Creation,Click-Address Detail Input LCP,977,0,0,0
2022-07-14,tablet,SellerNet,Listing Creation,Click-Address Detail Input LCP,2,0,0,0
2022-07-14,desktop,SellerNet,Pro Account,Click-Buy Pro Account Duration,51,0,0,0
2022-07-14,mobile,SellerNet,Pro Account,Click-Buy Pro Account Duration,13,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Project Position Tab PDP,60,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Project Position Tab PDP,41,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Project Position Tab PDP,1,0,0,0
2022-07-14,mobile,B2B,Engagement,Click-Relevant Project Tab PDP,2,0,0,0
2022-07-14,desktop,B2B,Engagement,Click-Relevant Project Tab PDP,20,0,0,0
2022-07-14,tablet,B2B,Engagement,Click-Relevant Project Tab PDP,2,0,0,0
2022-07-14,mobile,Other Consumer Pages,Engagement,Click-Simmilar Company Profile,1,0,0,0
2022-07-14,tablet,Other Consumer Pages,Engagement,Click-Simmilar Company Profile,3,0,0,0
2022-07-14,desktop,Other Consumer Pages,Engagement,Click-Simmilar Company Profile,3,0,0,0
