visit_date,device_category,page_type,event_category,event_action,count_events,holiday,weekend,day_off
2022-07-25,desktop,SellerNet,Pro Account,Click-Post Listing on Group Title LMP Compact,6,0,0,0
2022-07-25,desktop,SellerNet,Pro Account,Click-Auto Extend Pro Account Enable Form Accept,3,0,0,0
2022-07-25,desktop,SellerNet,Pro Account,Click-Auto Extend Pro Account Enable Form Cancel,1,0,0,0
2022-07-25,desktop,SellerNet,Pro Account,Click-Auto Extend Pro Account Disable Form Accept,15,0,0,0
2022-07-25,mobile,SellerNet,Pro Account,Click-Auto Extend Pro Account Disable Form Accept,3,0,0,0
2022-07-25,desktop,SellerNet,Pro Account,Click-Auto Extend Pro Account Disable Form Cancel,2,0,0,0
2022-07-26,desktop,SRP,Sign In,Sign In,1468,0,0,0
2022-07-26,desktop,LDP,Sign In,Sign In,455,0,0,0
2022-07-26,mobile,Other Consumer Pages,Sign In,Sign In,48,0,0,0
2022-07-26,tablet,LDP,Sign In,Sign In,2,0,0,0
2022-07-26,mobile,SRP,Sign In,Sign In,1,0,0,0
2022-07-26,desktop,Other Consumer Pages,Sign In,Sign In,13745,0,0,0
2022-07-26,tablet,SRP,Sign In,Sign In,17,0,0,0
2022-07-26,tablet,Other Consumer Pages,Sign In,Sign In,57,0,0,0
2022-07-26,desktop,LDP,Engagement,Share LDP,224,0,0,0
2022-07-26,mobile,LDP,Engagement,Share LDP,565,0,0,0
2022-07-26,tablet,LDP,Engagement,Share LDP,16,0,0,0
2022-07-26,desktop,SRP,Conversion,Lead-Phone,1021,0,0,0
2022-07-26,mobile,SRP,Conversion,Lead-Phone,920,0,0,0
2022-07-26,desktop,Other Consumer Pages,Conversion,Lead-Phone,36,0,0,0
2022-07-26,tablet,LDP,Conversion,Lead-Phone,492,0,0,0
2022-07-26,mobile,LDP,Conversion,Lead-Phone,26897,0,0,0
2022-07-26,tablet,SRP,Conversion,Lead-Phone,24,0,0,0
2022-07-26,mobile,Other Consumer Pages,Conversion,Lead-Phone,18,0,0,0
2022-07-26,desktop,LDP,Conversion,Lead-Phone,30712,0,0,0
2022-07-26,desktop,B2B,Engagement,Scroll-PLP,118,0,0,0
2022-07-26,tablet,B2B,Engagement,Scroll-PLP,3,0,0,0
2022-07-26,mobile,B2B,Engagement,Scroll-PLP,31,0,0,0
2022-07-26,mobile,SRP,Engagement,Scroll-SRP,1,0,0,0
2022-07-26,mobile,Other Consumer Pages,Search,Search B2B,89,0,0,0
2022-07-26,tablet,Other Consumer Pages,Search,Search B2B,4,0,0,0
2022-07-26,mobile,SRP,Search,Search B2B,44,0,0,0
2022-07-26,desktop,B2B,Search,Search B2B,736,0,0,0
2022-07-26,tablet,B2B,Search,Search B2B,9,0,0,0
2022-07-26,mobile,B2B,Search,Search B2B,215,0,0,0
2022-07-26,mobile,LDP,Search,Search B2B,8,0,0,0
2022-07-26,desktop,Other Consumer Pages,Search,Search B2B,122,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Submit,2908,0,0,0
2022-07-26,desktop,Legacy,Listing Creation,Click-Submit,968,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Submit,130,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Submit,12735,0,0,0
2022-07-26,desktop,SRP,Search,Empty Result,5493,0,0,0
2022-07-26,tablet,SRP,Search,Empty Result,150,0,0,0
2022-07-26,desktop,Other Consumer Pages,Search,Empty Result,14,0,0,0
2022-07-26,mobile,SRP,Search,Empty Result,6642,0,0,0
2022-07-26,mobile,Other Consumer Pages,Search,Empty Result,2,0,0,0
2022-07-26,mobile,LDP,Conversion,Lead-SMS LDP,1071,0,0,0
2022-07-26,desktop,LDP,Conversion,Lead-SMS LDP,6,0,0,0
2022-07-26,tablet,LDP,Conversion,Lead-SMS LDP,21,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Preview,1949,0,0,0
2022-07-26,desktop,Legacy,Listing Creation,Click-Preview,95,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Preview,337,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Preview,10,0,0,0
2022-07-26,tablet,LDP,Engagement,Save-Listings,9,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,Save-Listings,14,0,0,0
2022-07-26,tablet,Other Consumer Pages,Engagement,Save-Listings,1,0,0,0
2022-07-26,mobile,SRP,Engagement,Save-Listings,926,0,0,0
2022-07-26,desktop,SRP,Engagement,Save-Listings,392,0,0,0
2022-07-26,desktop,Other Consumer Pages,Engagement,Save-Listings,18,0,0,0
2022-07-26,mobile,LDP,Engagement,Save-Listings,577,0,0,0
2022-07-26,tablet,SRP,Engagement,Save-Listings,15,0,0,0
2022-07-26,desktop,LDP,Engagement,Save-Listings,463,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Duration,90,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Duration,1337,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Duration,9144,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Sort LMP,52,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Sort LMP,2,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Filter Listing,8,0,0,0
2022-07-26,desktop,Legacy,Listing Management,Filter Listing,306,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Filter Listing,2024,0,0,0
2022-07-26,tablet,Legacy,Listing Management,Filter Listing,13,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Filter Listing,276,0,0,0
2022-07-26,mobile,Legacy,Listing Management,Filter Listing,17,0,0,0
2022-07-26,mobile,LDP,Conversion,Lead-Email LDP,12,0,0,0
2022-07-26,desktop,LDP,Conversion,Lead-Email LDP,106,0,0,0
2022-07-26,tablet,LDP,Conversion,Lead-Email LDP,4,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Share-Zalo LMP,3,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Share-Zalo LMP,65,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Share-Zalo LMP,31,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Check Out,111,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Check Out,2153,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Check Out,9712,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Start Date,556,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Start Date,62,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Start Date,7,0,0,0
2022-07-26,desktop,SellerNet,AdTech,Register Package,9,0,0,0
2022-07-26,desktop,SellerNet,Pro Account,result-field-upi,6,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-FAQ Tab PDP,1,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Edit Listing,353,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Edit Listing,125,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Edit Listing,1764,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Edit Listing,148,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Edit Listing,6547,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Edit Listing,2,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Export Excel,24,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Export Excel,2,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Listing Note,28,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Listing Note,2,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Listing Note,12,0,0,0
2022-07-26,desktop,Legacy,Listing Creation,Click-Post Listing,974,0,0,0
2022-07-26,tablet,Legacy,Listing Creation,Click-Post Listing,8,0,0,0
2022-07-26,tablet,SRP,Listing Creation,Click-Post Listing,2,0,0,0
2022-07-26,mobile,LDP,Listing Creation,Click-Post Listing,56,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Post Listing,37,0,0,0
2022-07-26,desktop,SRP,Listing Creation,Click-Post Listing,573,0,0,0
2022-07-26,mobile,Legacy,Listing Creation,Click-Post Listing,39,0,0,0
2022-07-26,desktop,Other Consumer Pages,Listing Creation,Click-Post Listing,1034,0,0,0
2022-07-26,tablet,LDP,Listing Creation,Click-Post Listing,1,0,0,0
2022-07-26,mobile,Other Consumer Pages,Listing Creation,Click-Post Listing,337,0,0,0
2022-07-26,tablet,Other Consumer Pages,Listing Creation,Click-Post Listing,12,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Post Listing,394,0,0,0
2022-07-26,desktop,LDP,Listing Creation,Click-Post Listing,466,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Post Listing,5673,0,0,0
2022-07-26,mobile,SRP,Listing Creation,Click-Post Listing,107,0,0,0
2022-07-26,mobile,SRP,Engagement,Click-Search Guess,204,0,0,0
2022-07-26,tablet,SRP,Engagement,Click-Search Guess,5,0,0,0
2022-07-26,desktop,SRP,Engagement,Click-Search Guess,118,0,0,0
2022-07-26,desktop,Other Consumer Pages,Conversion,Lead-Company Phone,11,0,0,0
2022-07-26,mobile,Other Consumer Pages,Conversion,Lead-Company Phone,6,0,0,0
2022-07-26,desktop,B2B,Conversion,Lead-Zalo Chat PDP,2,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Share-Facebook LMP,29,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Share-Facebook LMP,10,0,0,0
2022-07-26,mobile,SellerNet,Listing Renewal,Activate-Auto Renew,80,0,0,0
2022-07-26,desktop,SellerNet,Listing Renewal,Activate-Auto Renew,611,0,0,0
2022-07-26,tablet,SellerNet,Listing Renewal,Activate-Auto Renew,4,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Clone Listing,109,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Reset Map LCP,157,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Reset Map LCP,134,0,0,0
2022-07-26,desktop,Other Consumer Pages,Search,Click-Search Button,8459,0,0,0
2022-07-26,tablet,Other Consumer Pages,Search,Click-Search Button,153,0,0,0
2022-07-26,mobile,Other Consumer Pages,Search,Click-Search Button,4205,0,0,0
2022-07-26,desktop,SRP,Search,Click-Search Button,27759,0,0,0
2022-07-26,desktop,LDP,Search,Click-Search Button,1890,0,0,0
2022-07-26,mobile,SRP,Search,Click-Search Button,22241,0,0,0
2022-07-26,tablet,LDP,Search,Click-Search Button,22,0,0,0
2022-07-26,mobile,LDP,Search,Click-Search Button,437,0,0,0
2022-07-26,tablet,SRP,Search,Click-Search Button,641,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Vip Type Menu,48,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Vip Type Menu,4265,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Vip Type Menu,659,0,0,0
2022-07-26,desktop,LDP,Engagement,Navigate-LDP to PDP,512,0,0,0
2022-07-26,tablet,LDP,Engagement,Navigate-LDP to PDP,29,0,0,0
2022-07-26,mobile,LDP,Engagement,Navigate-LDP to PDP,1488,0,0,0
2022-07-26,mobile,B2B,Engagement,Navigate-PDP to SRP,50,0,0,0
2022-07-26,tablet,B2B,Engagement,Navigate-PDP to SRP,1,0,0,0
2022-07-26,desktop,B2B,Engagement,Navigate-PDP to SRP,18,0,0,0
2022-07-26,tablet,B2B,Engagement,Navigate-PLP To PDP,4,0,0,0
2022-07-26,mobile,B2B,Engagement,Navigate-PLP To PDP,284,0,0,0
2022-07-26,desktop,B2B,Engagement,Navigate-PLP To PDP,429,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,Navigate-SRP to LDP,2401,0,0,0
2022-07-26,mobile,SRP,Engagement,Navigate-SRP to LDP,201695,0,0,0
2022-07-26,desktop,Other Consumer Pages,Engagement,Navigate-SRP to LDP,1668,0,0,0
2022-07-26,tablet,Other Consumer Pages,Engagement,Navigate-SRP to LDP,54,0,0,0
2022-07-26,desktop,SRP,Engagement,Navigate-SRP to LDP,111151,0,0,0
2022-07-26,tablet,SRP,Engagement,Navigate-SRP to LDP,5683,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Share-Copy Link LMP,1,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Share-Copy Link LMP,96,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Share-Copy Link LMP,51,0,0,0
2022-07-26,desktop,SellerNet,Pro Account,Click-Buy Pro Accept,67,0,0,0
2022-07-26,mobile,SellerNet,Pro Account,Click-Buy Pro Accept,11,0,0,0
2022-07-26,tablet,SellerNet,Pro Account,Click-Buy Pro Accept,2,0,0,0
2022-07-26,desktop,SellerNet,Pro Account,Click-Buy Pro Cancel,4,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Delete Listing,442,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Delete Listing,541,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Delete Listing,5,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-Review Tab PDP,6,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Review Tab PDP,2,0,0,0
2022-07-26,tablet,SRP,Engagement,Click-SRP Suggestion,9,0,0,0
2022-07-26,mobile,SRP,Engagement,Click-SRP Suggestion,322,0,0,0
2022-07-26,desktop,SRP,Engagement,Click-SRP Suggestion,382,0,0,0
2022-07-26,desktop,LDP,Sign Up,Click-Sign Up Button,99,0,0,0
2022-07-26,tablet,SRP,Sign Up,Click-Sign Up Button,2,0,0,0
2022-07-26,mobile,LDP,Sign Up,Click-Sign Up Button,9,0,0,0
2022-07-26,mobile,SRP,Sign Up,Click-Sign Up Button,36,0,0,0
2022-07-26,desktop,Other Consumer Pages,Sign Up,Click-Sign Up Button,1530,0,0,0
2022-07-26,tablet,Other Consumer Pages,Sign Up,Click-Sign Up Button,9,0,0,0
2022-07-26,mobile,Other Consumer Pages,Sign Up,Click-Sign Up Button,218,0,0,0
2022-07-26,desktop,SRP,Sign Up,Click-Sign Up Button,284,0,0,0
2022-07-26,mobile,B2B,Sign Up,Click-Sign Up Button,1,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Up Listing LMP,6001,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Up Listing LMP,173,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Up Listing LMP,22224,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-View Video PDP,221,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-View Video PDP,95,0,0,0
2022-07-26,tablet,B2B,Engagement,Click-View Video PDP,9,0,0,0
2022-07-26,mobile,Other Consumer Pages,Search,Display-Search Guess,1,0,0,0
2022-07-26,desktop,Other Consumer Pages,Search,Display-Search Guess,6,0,0,0
2022-07-26,mobile,SRP,Search,Display-Search Guess,15644,0,0,0
2022-07-26,tablet,SRP,Search,Display-Search Guess,358,0,0,0
2022-07-26,desktop,SRP,Search,Display-Search Guess,10043,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-General Tab PDP,12,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-General Tab PDP,16,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-Listing Tab PDP,50,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Listing Tab PDP,23,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Payment Tab PDP,21,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-Payment Tab PDP,37,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Ranking SRP LMP,127,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Ranking SRP LMP,6,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Ranking SRP LMP,698,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Select VIP Type,41,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Select VIP Type,554,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Select VIP Type,3060,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-View In Website,9611,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-View In Website,105,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-View In Website,2826,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-View Statistics,1037,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-View Statistics,2988,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-View Statistics,45,0,0,0
2022-07-26,mobile,SellerNet,Listing Renewal,Deactivate-Auto Renew,40,0,0,0
2022-07-26,tablet,SellerNet,Listing Renewal,Deactivate-Auto Renew,1,0,0,0
2022-07-26,desktop,SellerNet,Listing Renewal,Deactivate-Auto Renew,147,0,0,0
2022-07-26,tablet,SellerNet,Pro Account,Buy Pro Account Result,1,0,0,0
2022-07-26,mobile,SellerNet,Pro Account,Buy Pro Account Result,9,0,0,0
2022-07-26,desktop,SellerNet,Pro Account,Buy Pro Account Result,61,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Listing Note LMP,84,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Listing Note LMP,357,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Listing Note LMP,9,0,0,0
2022-07-26,desktop,LDP,Engagement,Click-More Actions LDP,15,0,0,0
2022-07-26,tablet,LDP,Engagement,Click-More Actions LDP,16,0,0,0
2022-07-26,mobile,LDP,Engagement,Click-More Actions LDP,783,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,Click-More Listing SRP,181,0,0,0
2022-07-26,mobile,SRP,Engagement,Click-More Listing SRP,47140,0,0,0
2022-07-26,desktop,SRP,Engagement,Click-More Listing SRP,91,0,0,0
2022-07-26,desktop,Other Consumer Pages,Engagement,Click-More Listing SRP,5,0,0,0
2022-07-26,tablet,SRP,Engagement,Click-More Listing SRP,798,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Review Video PDP,2,0,0,0
2022-07-26,tablet,B2B,Engagement,Click-Review Video PDP,2,0,0,0
2022-07-26,desktop,Other Consumer Pages,Engagement,Click-Sort Listing SRP,33,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Sort Listing SRP,7,0,0,0
2022-07-26,tablet,SRP,Engagement,Click-Sort Listing SRP,176,0,0,0
2022-07-26,tablet,Other Consumer Pages,Engagement,Click-Sort Listing SRP,1,0,0,0
2022-07-26,tablet,B2B,Engagement,Click-Sort Listing SRP,1,0,0,0
2022-07-26,mobile,SRP,Engagement,Click-Sort Listing SRP,5782,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,Click-Sort Listing SRP,7,0,0,0
2022-07-26,desktop,SRP,Engagement,Click-Sort Listing SRP,4526,0,0,0
2022-07-26,desktop,LDP,Conversion,Lead-Request Call Back,171,0,0,0
2022-07-26,tablet,LDP,Conversion,Lead-Request Call Back,4,0,0,0
2022-07-26,mobile,LDP,Conversion,Lead-Request Call Back,219,0,0,0
2022-07-26,mobile,B2B,Conversion,Lead-Request More Info,5,0,0,0
2022-07-26,desktop,B2B,Conversion,Lead-Request More Info,2,0,0,0
2022-07-26,desktop,B2B,Engagement,Payment Calculated PDP,716,0,0,0
2022-07-26,tablet,B2B,Engagement,Payment Calculated PDP,17,0,0,0
2022-07-26,mobile,B2B,Engagement,Payment Calculated PDP,782,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Renew Listing LMP,3625,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Renew Listing LMP,13443,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Renew Listing LMP,89,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Request Call Back,34,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Request Call Back,1,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Request Call Back,43,0,0,0
2022-07-26,mobile,B2B,Conversion,Click-Request More Info,23,0,0,0
2022-07-26,desktop,B2B,Conversion,Click-Request More Info,9,0,0,0
2022-07-26,desktop,Other Consumer Pages,Engagement,Click-Search Suggestion,1847,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Search Suggestion,6,0,0,0
2022-07-26,tablet,Other Consumer Pages,Engagement,Click-Search Suggestion,27,0,0,0
2022-07-26,tablet,SRP,Engagement,Click-Search Suggestion,34,0,0,0
2022-07-26,mobile,SRP,Engagement,Click-Search Suggestion,915,0,0,0
2022-07-26,tablet,LDP,Engagement,Click-Search Suggestion,7,0,0,0
2022-07-26,mobile,LDP,Engagement,Click-Search Suggestion,176,0,0,0
2022-07-26,desktop,SRP,Engagement,Click-Search Suggestion,2450,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,Click-Search Suggestion,1236,0,0,0
2022-07-26,desktop,LDP,Engagement,Click-Search Suggestion,388,0,0,0
2022-07-26,mobile,LDP,Search,Click-Search button B2B,1,0,0,0
2022-07-26,tablet,Other Consumer Pages,Search,Click-Search button B2B,3,0,0,0
2022-07-26,desktop,Other Consumer Pages,Search,Click-Search button B2B,70,0,0,0
2022-07-26,desktop,B2B,Search,Click-Search button B2B,2,0,0,0
2022-07-26,mobile,B2B,Search,Click-Search button B2B,23,0,0,0
2022-07-26,mobile,SRP,Search,Click-Search button B2B,18,0,0,0
2022-07-26,mobile,Other Consumer Pages,Search,Click-Search button B2B,37,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Share Options PDP,1,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Spotlight Feature,21,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Spotlight Feature,2512,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Spotlight Feature,449,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Statistic Tab LMP,4,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Statistic Tab LMP,157,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Statistic Tab LMP,506,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Unpublish Listing,145,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Unpublish Listing,30,0,0,0
2022-07-26,tablet,B2B,Engagement,Display - FAQ Title PDP,1,0,0,0
2022-07-26,mobile,B2B,Engagement,Display - FAQ Title PDP,11,0,0,0
2022-07-26,desktop,B2B,Engagement,Display - FAQ Title PDP,12,0,0,0
2022-07-26,tablet,B2B,Engagement,Display-Listing Tab PDP,56,0,0,0
2022-07-26,desktop,B2B,Engagement,Display-Listing Tab PDP,2102,0,0,0
2022-07-26,mobile,B2B,Engagement,Display-Listing Tab PDP,770,0,0,0
2022-07-26,tablet,B2B,Engagement,Navigate-PDP to Listing,3,0,0,0
2022-07-26,mobile,B2B,Engagement,Navigate-PDP to Listing,152,0,0,0
2022-07-26,desktop,B2B,Engagement,Navigate-PDP to Listing,237,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Address Suggestion,2428,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Address Suggestion,302,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Address Suggestion,17,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Listing Direct PDP,33,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-Listing Direct PDP,36,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-Project Review PDP,6,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Project Review PDP,11,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Click-Promotion Dropdown,16,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Click-Promotion Dropdown,179,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Click-Promotion Dropdown,1665,0,0,0
2022-07-26,desktop,LDP,Engagement,Click-Report Listing LDP,26,0,0,0
2022-07-26,tablet,LDP,Engagement,Click-Report Listing LDP,3,0,0,0
2022-07-26,mobile,LDP,Engagement,Click-Report Listing LDP,88,0,0,0
2022-07-26,tablet,LDP,Engagement,View Expired Listing LDP,42,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,View Expired Listing LDP,3,0,0,0
2022-07-26,desktop,LDP,Engagement,View Expired Listing LDP,2232,0,0,0
2022-07-26,mobile,LDP,Engagement,View Expired Listing LDP,2253,0,0,0
2022-07-26,desktop,SellerNet,undefined,click-boost-listing-menu,29980,0,0,0
2022-07-26,mobile,SellerNet,undefined,click-boost-listing-menu,6028,0,0,0
2022-07-26,tablet,SellerNet,undefined,click-boost-listing-menu,184,0,0,0
2022-07-26,mobile,SellerNet,Pro Account,Click-Buy Now Pro Account,27,0,0,0
2022-07-26,desktop,SellerNet,Pro Account,Click-Buy Now Pro Account,92,0,0,0
2022-07-26,tablet,SellerNet,Pro Account,Click-Buy Now Pro Account,2,0,0,0
2022-07-26,mobile,LDP,Engagement,Click-SRP Suggestion Link,4368,0,0,0
2022-07-26,desktop,SRP,Engagement,Click-SRP Suggestion Link,12044,0,0,0
2022-07-26,tablet,SRP,Engagement,Click-SRP Suggestion Link,476,0,0,0
2022-07-26,desktop,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,27,0,0,0
2022-07-26,mobile,SRP,Engagement,Click-SRP Suggestion Link,12323,0,0,0
2022-07-26,tablet,LDP,Engagement,Click-SRP Suggestion Link,133,0,0,0
2022-07-26,mobile,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,6,0,0,0
2022-07-26,desktop,LDP,Engagement,Click-SRP Suggestion Link,3350,0,0,0
2022-07-26,desktop,SellerNet,Pro Account,Click-Upgrade Pro Account,7,0,0,0
2022-07-26,mobile,SellerNet,Pro Account,Click-Upgrade Pro Account,1,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-View Detail Listing,18,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-View Detail Listing,319,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-View Detail Listing,2655,0,0,0
2022-07-26,tablet,B2B,Engagement,Zoom-Location Insight PDP,48,0,0,0
2022-07-26,mobile,B2B,Engagement,Zoom-Location Insight PDP,586,0,0,0
2022-07-26,desktop,B2B,Engagement,Zoom-Location Insight PDP,522,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-Location Insight PDP,116,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-Location Insight PDP,55,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-More Action Menu LMP,82,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-More Action Menu LMP,2978,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-More Action Menu LMP,3179,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Quick Filter Tab LMP,9870,0,0,0
2022-07-26,tablet,SellerNet,Listing Management,Click-Quick Filter Tab LMP,102,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Quick Filter Tab LMP,2926,0,0,0
2022-07-26,desktop,SellerNet,Listing Management,Click-Transfer Listing LMP,1,0,0,0
2022-07-26,mobile,SellerNet,Listing Management,Click-Transfer Listing LMP,2,0,0,0
2022-07-26,desktop,B2B,Engagement,Click-View Flat Layout PDP,71,0,0,0
2022-07-26,mobile,B2B,Engagement,Click-View Flat Layout PDP,17,0,0,0
2022-07-26,desktop,SellerNet,Listing Creation,Display-Submission Message,8219,0,0,0
2022-07-26,tablet,SellerNet,Listing Creation,Display-Submission Message,96,0,0,0
2022-07-26,mobile,SellerNet,Listing Creation,Display-Submission Message,1578,0,0,0
2022-07-26,mobile,LDP,Engagement,Navigate-HeaderMenu to PLP,2,0,0,0
